ORIGEM,ESCALA_1,ESCALA_2,ESCALA_3,ESCALA_4,ESCALA_5,ESCALA_6,DESTINO
FORTALEZA,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
FORTALEZA,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DOS_CAMPOS
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
FORTALEZA,CONFINS,NULL,NULL,NULL,NULL,NULL,VITORIA
FORTALEZA,RECIFE,SALVADOR,CONFINS,NULL,NULL,NULL,PORTO_SEGURO
FORTALEZA,CONFINS,NULL,NULL,NULL,NULL,NULL,ILHEUS
FORTALEZA,CONFINS,NULL,NULL,NULL,NULL,NULL,SALVADOR
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MACEIO
FORTALEZA,NULL,NULL,NULL,NULL,NULL,NULL,BELEM
FORTALEZA,NULL,NULL,NULL,NULL,NULL,NULL,TERESINA
FORTALEZA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
FORTALEZA,NULL,NULL,NULL,NULL,NULL,NULL,FORTALEZA
FORTALEZA,NULL,NULL,NULL,NULL,NULL,NULL,RECIFE
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MACEIO
FORTALEZA,CONFINS,NULL,NULL,NULL,NULL,NULL,SALVADOR
FORTALEZA,CONFINS,NULL,NULL,NULL,NULL,NULL,ILHEUS
FORTALEZA,RECIFE,SALVADOR,CONFINS,NULL,NULL,NULL,PORTO_SEGURO
FORTALEZA,CONFINS,NULL,NULL,NULL,NULL,NULL,VITORIA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
FORTALEZA,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DOS_CAMPOS
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
FORTALEZA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
FOZ_DO_IGUACU,NULL,NULL,NULL,NULL,NULL,NULL,CURITIBA
FOZ_DO_IGUACU,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
FOZ_DO_IGUACU,CAMPINAS,NAVEGANTES,NULL,NULL,NULL,NULL,PORTO_ALEGRE
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CONFINS
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
FOZ_DO_IGUACU,CAMPINAS,CONFINS,NULL,NULL,NULL,NULL,NULL
FOZ_DO_IGUACU,NULL,NULL,NULL,NULL,NULL,NULL,CURITIBA
FOZ_DO_IGUACU,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
FOZ_DO_IGUACU,CAMPINAS,CONFINS,NULL,NULL,NULL,NULL,MACEIO
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CONFINS
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
FOZ_DO_IGUACU,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
FOZ_DO_IGUACU,CAMPINAS,NAVEGANTES,NULL,NULL,NULL,NULL,PORTO_ALEGRE
GALEAO,NULL,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
GALEAO,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
GALEAO,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
GALEAO,NULL,NULL,NULL,NULL,NULL,NULL,VITORIA
GALEAO,NULL,NULL,NULL,NULL,NULL,NULL,JOAO_PESSOA
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MANAUS
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,TERESINA
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NATAL
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RECIFE
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MACEIO
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,ARACAJU
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FOZ_DO_IGUACU
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MARINGA
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
GALEAO,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
GALEAO,NULL,NULL,NULL,NULL,NULL,NULL,SANTAREM
GALEAO,BELEM,NULL,NULL,NULL,NULL,NULL,SANTAREM
GALEAO,RECIFE,NULL,NULL,NULL,NULL,NULL,SANTAREM
GALEAO,MANAUS,NULL,NULL,NULL,NULL,NULL,MANAUS
GALEAO,GUARULHOS,MANAUS,NULL,NULL,NULL,NULL,SANTAREM
GOIANIA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
GOIANIA,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
GOIANIA,NULL,NULL,NULL,NULL,NULL,NULL,CALDAS_NOVAS
GOIANIA,NULL,NULL,NULL,NULL,NULL,NULL,PALMAS
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MARINGA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,VITORIA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,ARACAJU
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MACEIO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RECIFE
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NATAL
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,TERESINA
GOIANIA,CAMPINAS,CONFINS,NULL,NULL,NULL,NULL,SAO_LUIS
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MANAUS
GOIANIA,NULL,NULL,NULL,NULL,NULL,NULL,CALDAS_NOVAS
GOIANIA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
GOIANIA,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
GOIANIA,NULL,NULL,NULL,NULL,NULL,NULL,PALMAS
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MANAUS
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_LUIS
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,TERESINA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NATAL
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RECIFE
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MACEIO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,ARACAJU
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,VITORIA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MARINGA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
GOIANIA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
ILHEUS,NULL,NULL,NULL,NULL,NULL,NULL,SALVADOR
ILHEUS,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
ILHEUS,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_LUIS
ILHEUS,CONFINS,CAMPINAS,NULL,NULL,NULL,NULL,FORTALEZA
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,NATAL
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,RECIFE
ILHEUS,CAMPINAS,NULL,NULL,NULL,NULL,NULL,VITORIA
ILHEUS,CONFINS,CAMPINAS,NULL,NULL,NULL,NULL,SANTOS_DUMONT
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DOS_CAMPOS
ILHEUS,CONFINS,SAO_JOSE_DOS_CAMPOS,NULL,NULL,NULL,NULL,CURITIBA
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
ILHEUS,NULL,NULL,NULL,NULL,NULL,NULL,SALVADOR
ILHEUS,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
ILHEUS,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
ILHEUS,CONFINS,SAO_JOSE_DOS_CAMPOS,NULL,NULL,NULL,NULL,CURITIBA
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DOS_CAMPOS
ILHEUS,CONFINS,CAMPINAS,NULL,NULL,NULL,NULL,SANTOS_DUMONT
ILHEUS,CONFINS,CAMPINAS,NULL,NULL,NULL,NULL,VITORIA
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,RECIFE
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,NATAL
ILHEUS,CONFINS,CAMPINAS,NULL,NULL,NULL,NULL,FORTALEZA
ILHEUS,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_LUIS
IPATINGA,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_LUIS
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,NATAL
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,RECIFE
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,MACEIO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,ARACAJU
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,SALVADOR
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,VITORIA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,GALEAO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,UBERABA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,CUIABA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,FOZ_DO_IGUACU
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,CURITIBA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
IPATINGA,NULL,NULL,NULL,NULL,NULL,NULL,CONFINS
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,CURITIBA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,FOZ_DO_IGUACU
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,GALEAO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,UBERABA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,CUIABA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,SALVADOR
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,ARACAJU
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,MACEIO
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,RECIFE
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,NATAL
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,TERESINA
IPATINGA,CONFINS,NULL,NULL,NULL,NULL,NULL,SAO_LUIS
JOAO_PESSOA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
JOAO_PESSOA,NULL,NULL,NULL,NULL,NULL,NULL,GALEAO
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CONFINS
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,VITORIA
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
JOAO_PESSOA,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
JOAO_PESSOA,NULL,NULL,NULL,NULL,NULL,NULL,GALEAO
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,VITORIA
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CONFINS
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CURITIBA
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOINVILLE
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FLORIANOPOLIS
JOAO_PESSOA,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
JOINVILLE,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MANAUS
JOINVILLE,CAMPINAS,CONFINS,NULL,NULL,NULL,NULL,BELEM
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,TERESINA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FORTALEZA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NATAL
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,JOAO_PESSOA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RECIFE
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,MACEIO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,ARACAJU
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SALVADOR
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_SEGURO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,VITORIA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FOZ_DO_IGUACU
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CUIABA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GOIANIA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,BRASILIA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,UBERABA
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CONFINS
JOINVILLE,NULL,NULL,NULL,NULL,NULL,NULL,CAMPINAS
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,NAVEGANTES
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PORTO_ALEGRE
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,FOZ_DO_IGUACU
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,GALEAO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SANTOS_DUMONT
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,PRESIDENTE_PRUDENTE
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,RIBEIRAO_PRETO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,SAO_JOSE_DO_RIO_PRETO
JOINVILLE,CAMPINAS,NULL,NULL,NULL,NULL,NULL,CAMPO_GRANDE
